Test ID,RTD -> VMON_LVS Module 1,ECON_RE_Sb -> HGCROC_RE_Sb Module 1,PWR_EN -> PG_LDO Module 1,RTD -> HGCROC_RE_Sb Module 1,HGCROC_RE_Hb -> HGCROC_RE_Sb Module 1,PG_DCDC -> ECON_RE_Hb Module 1,RTD -> VMON_LVS Module 2,ECON_RE_Sb -> HGCROC_RE_Sb Module 2,PWR_EN -> PG_LDO Module 2,RTD -> HGCROC_RE_Sb Module 2,HGCROC_RE_Hb -> HGCROC_RE_Sb Module 2,PG_DCDC -> ECON_RE_Hb Module 2
276,3.891468048095703,20.962655544281006,3.498077392578125,31.78703784942627,1.7130374908447266,3.48508358001709,5.986571311950684,23.161351680755615,5.794107913970947,40.85826873779297,2.7638673782348633,5.748450756072998
279,3.8014650344848633,20.77394723892212,3.2609105110168457,31.10647201538086,1.538395881652832,3.3216476440429688,-1,-1,-1,-1,-1,-1
282,3.8062334060668945,20.78002691268921,3.2683610916137695,31.129658222198486,1.5394389629364014,3.325223922729492,-1,-1,-1,-1,-1,-1
285,3.809332847595215,20.781338214874268,3.269970417022705,31.13389015197754,1.539289951324463,3.3274292945861816,-1,-1,-1,-1,-1,-1
289,3.48663330078125,20.47884464263916,2.9778480529785156,29.90776300430298,1.389533281326294,3.0167102813720703,-1,-1,-1,-1,-1,-1
293,3.4748315811157227,20.395934581756592,2.9163360595703125,29.70808744430542,1.3424456119537354,2.971649169921875,-1,-1,-1,-1,-1,-1
297,3.856062889099121,20.857155323028564,3.3319592475891113,31.355619430541992,1.5750527381896973,3.3611655235290527,-1,-1,-1,-1,-1,-1
301,3.5367608070373535,20.62469720840454,3.2066702842712402,30.474543571472168,1.5522539615631104,3.1578540802001953,4.886150360107422,22.049546241760254,4.739940166473389,36.54593229293823,2.2289156913757324,4.697561264038086
305,3.491044044494629,20.57582139968872,3.0570626258850098,30.163824558258057,1.4510750770568848,3.093242645263672,4.835724830627441,22.007286548614502,4.631221294403076,36.26471757888794,2.1345913410186768,4.6225786209106445
307,3.5547614097595215,20.682930946350098,3.193795680999756,30.544817447662354,1.5610456466674805,3.162205219268799,4.885554313659668,22.005200386047363,4.760026931762695,36.52828931808472,2.2311508655548096,4.709184169769287
309,3.55684757232666,20.684897899627686,3.193020820617676,30.543386936187744,1.5604496002197266,3.1598806381225586,4.888057708740234,22.006511688232422,4.758358001708984,36.53573989868164,2.229362726211548,4.71121072769165
310,3.556191921234131,20.684242248535156,3.1925439834594727,30.546963214874268,1.5625357627868652,3.1626224517822266,4.887819290161133,22.00835943222046,4.76151704788208,36.54181957244873,2.230703830718994,4.709482192993164
311,3.896176815032959,21.014869213104248,3.483712673187256,31.827330589294434,1.7111003398895264,3.477811813354492,5.956709384918213,23.09316396713257,5.781233310699463,40.73131084442139,2.758800983428955,5.730271339416504
314,3.8974881172180176,21.01534605026245,3.484666347503662,31.831800937652588,1.7125904560089111,3.478884696960449,5.967140197753906,23.10359477996826,5.793094635009766,40.77845811843872,2.7655065059661865,5.743443965911865
318,3.325521945953369,20.451903343200684,2.649962902069092,29.21605110168457,1.354813575744629,2.840697765350342,5.125939846038818,22.774577140808105,5.0476789474487305,38.28519582748413,2.5263428688049316,5.1631927490234375
319,3.3254623413085938,20.452797412872314,2.647221088409424,29.21348810195923,1.3561546802520752,2.840697765350342,5.127370357513428,22.778689861297607,5.048394203186035,38.291990756988525,2.526193857192993,5.166888236999512
320,3.323078155517578,20.451605319976807,2.6451945304870605,29.21384572982788,1.3568997383117676,2.839028835296631,5.127549171447754,22.77451753616333,5.048990249633789,38.28740119934082,2.528280019760132,5.163013935089111
321,3.321409225463867,20.450472831726074,2.6465654373168945,29.21539545059204,1.3546645641326904,2.840697765350342,5.129218101501465,22.776782512664795,5.051016807556152,38.29604387283325,2.5294721126556396,5.166769027709961
322,3.325819969177246,20.45154571533203,2.649247646331787,29.21241521835327,1.3560056686401367,2.842426300048828,5.128264427185059,22.777080535888672,5.048155784606934,38.29324245452881,2.527683973312378,5.166828632354736
324,3.3246874809265137,20.451903343200684,2.6456117630004883,29.217123985290527,1.3527274131774902,2.8394460678100586,5.1274895668029785,22.779464721679688,5.051255226135254,38.29598426818848,2.527683973312378,5.166411399841309
326,3.3248066902160645,20.449578762054443,2.64662504196167,29.2130708694458,1.353919506072998,2.8414130210876465,5.128264427185059,22.775113582611084,5.047023296356201,38.28144073486328,2.524852752685547,5.163431167602539
327,3.3219456672668457,20.449280738830566,2.647280693054199,29.209494590759277,1.353621482849121,2.839207649230957,5.1250457763671875,22.773325443267822,5.046188831329346,38.27309608459473,2.524256706237793,5.15979528427124
329,3.3229589462280273,20.44832706451416,2.6467442512512207,29.211223125457764,1.3525784015655518,2.8391480445861816,5.125820636749268,22.77296781539917,5.04612922668457,38.27357292175293,2.5275349617004395,5.1613450050354
331,3.3220648765563965,20.450472831726074,2.6463866233825684,29.208481311798096,1.3534724712371826,2.8397440910339355,5.126059055328369,22.773921489715576,5.044758319854736,38.27911615371704,2.526193857192993,5.161762237548828
332,3.323495388031006,20.450115203857422,2.645134925842285,29.210448265075684,1.3540685176849365,2.8375983238220215,5.126893520355225,22.77696132659912,5.047798156738281,38.28626871109009,2.5266408920288086,5.162417888641357
333,3.3249855041503906,20.450711250305176,2.64817476272583,29.211997985839844,1.3540685176849365,2.8403401374816895,5.125105381011963,22.7738618850708,5.047976970672607,38.281261920928955,2.525448799133301,5.160272121429443
335,3.3240914344787598,20.452439785003662,2.6476383209228516,29.211759567260742,1.3530254364013672,2.8409361839294434,5.12540340423584,22.774457931518555,5.046844482421875,38.27852010726929,2.5263428688049316,5.161702632904053
337,3.325521945953369,20.4542875289917,2.6453733444213867,29.216885566711426,1.3519823551177979,2.841174602508545,5.128264427185059,22.777199745178223,5.048632621765137,38.29067945480347,2.523064613342285,5.165040493011475
339,3.327786922454834,20.45351266860962,2.6478171348571777,29.218673706054688,1.353919506072998,2.8429031372070312,5.131065845489502,22.78059720993042,5.051910877227783,38.29985857009888,2.5281310081481934,5.16897439956665
342,3.3248066902160645,20.45196294784546,2.64585018157959,29.21450138092041,1.3512372970581055,2.8403401374816895,5.126774311065674,22.777140140533447,5.047500133514404,38.28984498977661,2.527683973312378,5.161523818969727
345,3.3226609230041504,20.449817180633545,2.6445984840393066,29.210269451141357,1.3534724712371826,2.837657928466797,5.122244358062744,22.77398109436035,5.044043064117432,38.271963596343994,2.522766590118408,5.159437656402588
349,3.326594829559326,20.45387029647827,2.650320529937744,29.223144054412842,1.354217529296875,2.8439760208129883,5.131185054779053,22.78083562850952,5.0553083419799805,38.30915689468384,2.527683973312378,5.171418190002441
353,3.3266544342041016,20.454585552215576,2.6497244834899902,29.222071170806885,1.3566017150878906,2.841353416442871,5.131363868713379,22.781789302825928,5.053579807281494,38.30397129058838,2.527981996536255,5.16664981842041
355,3.322601318359375,20.452558994293213,2.6474595069885254,29.218077659606934,1.3551115989685059,2.840697765350342,5.134761333465576,22.78047800064087,5.053520202636719,38.30844163894653,2.527981996536255,5.169570446014404
359,3.3257007598876953,20.45154571533203,2.647101879119873,29.215872287750244,1.353919506072998,2.8443336486816406,5.132555961608887,22.782623767852783,5.052447319030762,38.30903768539429,2.5284290313720703,5.1711201667785645
363,3.325521945953369,20.454108715057373,2.6477575302124023,29.219746589660645,1.3558566570281982,2.8427839279174805,5.135595798492432,22.783339023590088,5.056262016296387,38.31923007965088,2.5288760662078857,5.1727294921875
365,3.325164318084717,20.45261859893799,2.647995948791504,29.221534729003906,1.3568997383117676,2.8420090675354004,5.138397216796875,22.78614044189453,5.054891109466553,38.31988573074341,2.530217170715332,5.1721930503845215
367,3.3246278762817383,20.45363187789917,2.64894962310791,29.21736240386963,1.3555586338043213,2.841651439666748,5.1313042640686035,22.78083562850952,5.053341388702393,38.30897808074951,2.5284290313720703,5.167245864868164
371,3.324568271636963,20.453453063964844,2.6462674140930176,29.214799404144287,1.3534724712371826,2.8409361839294434,5.131781101226807,22.77994155883789,5.049645900726318,38.29538822174072,2.5260448455810547,5.164742469787598
375,3.3240318298339844,20.452499389648438,2.647519111633301,29.216468334197998,1.3552606105804443,2.8439760208129883,5.133092403411865,22.78149127960205,5.053102970123291,38.3070707321167,2.5284290313720703,5.169272422790527
379,3.322720527648926,20.45232057571411,2.6482343673706055,29.211819171905518,1.353919506072998,2.8405189514160156,5.127072334289551,22.77696132659912,5.047619342803955,38.28698396682739,2.524852752685547,5.1613450050354
383,3.3268332481384277,20.453155040740967,2.6462674140930176,29.211699962615967,1.354515552520752,2.8403401374816895,5.131244659423828,22.77761697769165,5.051553249359131,38.299500942230225,2.52649188041687,5.16742467880249
385,3.3216476440429688,20.453214645385742,2.646207809448242,29.21128273010254,1.3540685176849365,2.8394460678100586,5.131542682647705,22.777676582336426,5.050361156463623,38.29085826873779,2.5255978107452393,5.166947841644287
389,3.323972225189209,20.45118808746338,2.644836902618408,29.212534427642822,1.3530254364013672,2.8395652770996094,5.127131938934326,22.777915000915527,5.050182342529297,38.286805152893066,2.5266408920288086,5.164921283721924
391,3.3231377601623535,20.454227924346924,2.6466846466064453,29.212236404418945,1.350492238998413,2.8401613235473633,5.130350589752197,22.778332233428955,5.049288272857666,38.292646408081055,2.5263428688049316,5.164742469787598
393,3.3231377601623535,20.451009273529053,2.647519111633301,29.21271324157715,1.3564527034759521,2.8402209281921387,5.130529403686523,22.777199745178223,5.049645900726318,38.28990459442139,2.5247037410736084,5.164861679077148
397,3.323495388031006,20.452558994293213,2.646505832672119,29.21760082244873,1.3534724712371826,2.8401613235473633,5.1323771476745605,22.776246070861816,5.051612854003906,38.298964500427246,2.527683973312378,5.1670074462890625
401,3.326237201690674,20.451903343200684,2.647995948791504,29.215693473815918,1.3519823551177979,2.8421878814697266,5.130350589752197,22.77839183807373,5.0498247146606445,38.29604387283325,2.5260448455810547,5.168139934539795
405,3.3226609230041504,20.453333854675293,2.64817476272583,29.213905334472656,1.354813575744629,2.840876579284668,5.128741264343262,22.77696132659912,5.050897598266602,38.29216957092285,2.5250017642974854,5.165219306945801
409,3.322720527648926,20.450294017791748,2.6443004608154297,29.212355613708496,1.3531744480133057,2.8400421142578125,5.126535892486572,22.77517318725586,5.047619342803955,38.28394412994385,2.524852752685547,5.163729190826416
410,3.3246874809265137,20.453333854675293,2.647280693054199,29.209375381469727,1.3533234596252441,2.840578556060791,5.132436752319336,22.778213024139404,5.050599575042725,38.29753398895264,2.5269389152526855,5.168437957763672
414,3.3243298530578613,20.45285701751709,2.6471614837646484,29.21473979949951,1.3531744480133057,2.839982509613037,5.133330821990967,22.781431674957275,5.054593086242676,38.30766677856445,2.525895833969116,5.168735980987549
418,3.3252835273742676,20.451605319976807,2.64662504196167,29.21605110168457,1.356750726699829,2.8417110443115234,5.131006240844727,22.78059720993042,5.053699016571045,38.30474615097046,2.529621124267578,5.17040491104126
422,3.3217668533325195,20.451247692108154,2.646505832672119,29.213309288024902,1.3530254364013672,2.839207649230957,5.134344100952148,22.782564163208008,5.054235458374023,38.3104681968689,2.531707286834717,5.171418190002441
426,3.3233165740966797,20.45464515686035,2.647519111633301,29.217064380645752,1.3533234596252441,2.83968448638916,5.134642124176025,22.78059720993042,5.055069923400879,38.31517696380615,2.530217170715332,5.169808864593506
430,3.3285021781921387,20.452141761779785,2.647221088409424,29.22213077545166,1.3557076454162598,2.842068672180176,5.136549472808838,22.787034511566162,5.058646202087402,38.322627544403076,2.5288760662078857,5.173981189727783
431,3.3245086669921875,20.45416831970215,2.6463866233825684,29.217064380645752,1.354217529296875,2.8434395790100098,5.134701728820801,22.785067558288574,5.054950714111328,38.31809759140015,2.5291740894317627,5.17427921295166
432,3.3255815505981445,20.451903343200684,2.6488900184631348,29.219210147857666,1.3557076454162598,2.841949462890625,5.134761333465576,22.7850079536438,5.056321620941162,38.31976652145386,2.5288760662078857,5.174100399017334
436,3.3216476440429688,20.451486110687256,2.644956111907959,29.212474822998047,1.354515552520752,2.8401613235473633,5.134224891662598,22.78006076812744,5.051851272583008,38.30653429031372,2.529919147491455,5.16963005065918
440,3.324449062347412,20.454108715057373,2.6482343673706055,29.219985008239746,1.353919506072998,2.842426300048828,5.1378607749938965,22.784411907196045,5.0553083419799805,38.32274675369263,2.5284290313720703,5.174994468688965
